trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
142,False,"{'a': 0.02, 'e': 0.05960594270893937}",20,2,-28.21604812669133,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.02, 'e': 0.05842566596450083}",20,12,13.13951257689417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.02, 'e': 0.05726876026546736}",25,10,25.09916666963778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.02, 'e': 0.056134762834133725}",20,7,23.03983371256463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.02, 'e': 0.05502322005640723}",20,9,18.858025275717907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.02, 'e': 0.05393368730035602}",25,19,9.569278141750322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.02, 'e': 0.05286572873835037}",30,0,32.70479601839163,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.02, 'e': 0.05181891717272583}",20,14,10.759844623661419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.02, 'e': 0.0507928338648985}",25,11,28.34091449543305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.02, 'e': 0.049787068367863944}",25,16,17.493654909432866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.02, 'e': 0.04880121836201296}",25,11,27.20790078702546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.02, 'e': 0.04783488949419837}",30,0,43.43961581107733,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.02, 'e': 0.046887695219988486}",20,8,18.18334355264512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.02, 'e': 0.045959256649044204}",30,19,-1.9202376166103834,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.02, 'e': 0.0450492023935578}",30,19,16.963101301295445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.02, 'e': 0.04415716841969286}",20,1,23.32016337743098,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.02, 'e': 0.043282797901965896}",25,14,17.588171319087966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.02, 'e': 0.042425741080511385}",20,7,22.940492853651946,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.02, 'e': 0.04158565512117316}",25,14,20.12152087662115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.02, 'e': 0.04076220397836621}",20,13,13.961364644937829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.02, 'e': 0.039955058260653896}",20,12,16.828277571405494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.02, 'e': 0.039163895098987066}",25,0,37.25104861147113,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.02, 'e': 0.038388398017552054}",25,8,31.61566484317053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.02, 'e': 0.0376282568071762}",20,16,8.205723552402077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.02, 'e': 0.036883167401239994}",20,12,17.549609017658867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.02, 'e': 0.03615283175404641}",20,10,20.440935908748237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.02, 'e': 0.03543695772159864}",20,12,10.752827253632004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.02, 'e': 0.03473525894473856}",25,17,5.425927687665818,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.02, 'e': 0.034047454734599344}",25,18,11.812440719979936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.02, 'e': 0.03337326996032608}",25,1,33.26120567054467,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.02, 'e': 0.03271243493901982}",25,8,-15.460623697290933,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.02, 'e': 0.03206468532786077}",25,16,19.099114873284613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.02, 'e': 0.03142976201836771}",20,12,12.093205278890228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.02, 'e': 0.030807411032751076}",25,17,15.767374327632666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.02, 'e': 0.0301973834223185}",30,5,36.032924706615354,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.02, 'e': 0.029599435167892}",35,21,-11.732029349253265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.02, 'e': 0.029013327082197053}",35,12,41.460823343301215,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.02, 'e': 0.028438824714184505}",20,5,28.64446357701009,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.02, 'e': 0.027875698255247015}",20,16,8.043382467605351,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.02, 'e': 0.02732372244729256}",20,15,1.3485904500266428,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.02, 'e': 0.026782676492638175}",20,11,7.4678432875823235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.02, 'e': 0.02625234396568796}",35,24,19.761774572226436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.02, 'e': 0.02573251272635994}",20,9,21.650774585818713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.02, 'e': 0.025222974835227212}",30,21,17.119484922524666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.02, 'e': 0.024723526470339388}",20,14,12.647652661518316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.02, 'e': 0.024233967845691113}",25,15,20.946227002119326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.02, 'e': 0.023754103131304997}",20,16,8.04784763946786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.02, 'e': 0.023283740374897}",30,19,22.292017291093877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02, 'e': 0.02282269142509297}",30,14,30.7281991806882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02, 'e': 0.02237077185616559}",20,13,15.076207687422361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': 0.02192780089426161}",25,13,14.102175117259984,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.02, 'e': 0.021493601345089923}",20,0,29.178226739815074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.02, 'e': 0.021067999523041434}",30,19,24.323651229295834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02, 'e': 0.020650825181712566}",25,13,18.14905384978633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.02, 'e': 0.02024191144580439}",20,6,17.26223362201256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.02, 'e': 0.019841094744370288}",20,3,24.812907068846062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.02, 'e': 0.01944821474538539}",20,2,30.680624115838523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': 0.019063114291611637}",20,14,8.293172867987977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.02, 'e': 0.018685639337732773}",25,6,-20.77938894886998,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.02, 'e': 0.01831563888873418}",35,21,19.549837090398515,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.02, 'e': 0.01795296493950285}",20,6,24.745946040202945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': 0.017597472415623393}",30,18,22.014627595592493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.02, 'e': 0.017249019115346265}",25,5,34.44927775021733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.02, 'e': 0.01690746565270528}",20,7,18.24456779164335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.02, 'e': 0.016572675401761255}",20,6,22.750832466011015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.02, 'e': 0.01624451444194987}",25,15,18.377540890317206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.02, 'e': 0.015922851504511698}",20,4,23.165818983571196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.02, 'e': 0.01560755791998283}",20,13,16.185885868124338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
